User_ID,Lessons_Per_Week,Avg_Time_Per_Lesson,Streaks,Quiz_Scores,Dropped_Off
User_1163,12,1.17,34,3.49,0
User_1164,9,4.88,16,84.06,1
User_1165,10,1.75,48,2.13,1
User_1166,26,0.99,39,70.67,0
User_1167,12,3.97,22,97.06,1
User_1168,17,3.33,12,44.33,0
User_1169,29,2.54,24,24.26,0
User_1170,6,2.82,47,70.78,1
User_1171,7,3.62,40,81.9,1
User_1172,14,1.22,38,55.1,0
User_1173,13,4.98,10,96.74,0
User_1174,8,4.88,35,6.12,1
User_1175,10,3.29,49,50.97,1
User_1176,9,1.08,32,72.13,1
User_1177,18,3.43,7,86.4,0
User_1178,27,0.45,21,18.75,1
User_1179,26,0.25,20,80.2,0
User_1180,2,1.36,26,55.72,1
User_1181,5,2.37,4,40.26,1
User_1182,29,4.35,46,14.04,1
User_1183,5,3.66,22,86.66,1
User_1184,6,3.74,15,16.57,1
User_1185,19,2.18,40,31.67,1
User_1186,8,1.8,21,29.71,1
User_1187,16,1.92,15,87.27,0
User_1188,13,4.94,22,67.6,1
User_1189,1,0.3,28,79.87,0
User_1190,22,4.35,14,25.8,1
User_1191,20,2.94,27,62.86,1
User_1192,17,2.25,41,57.6,1
User_1193,7,3.65,40,83.45,1
User_1194,25,2.48,28,90.7,1
User_1195,13,4.38,26,2.2,1
User_1196,4,4.51,49,67.73,1
User_1197,4,2.17,2,6.13,1
User_1198,6,1.46,25,55.34,1
User_1199,28,3.0,3,29.48,1
User_1200,19,4.57,8,31.37,1
User_1201,29,1.13,44,35.94,1
User_1202,12,3.15,33,62.51,1
User_1203,22,3.19,42,34.07,1
User_1204,7,3.69,35,73.54,0
User_1205,27,0.74,6,41.05,0
User_1206,10,3.61,39,7.77,1
User_1207,26,4.55,23,78.59,1
User_1208,19,0.98,25,29.29,1
User_1209,7,1.26,43,43.84,1
User_1210,3,4.86,19,68.86,1
User_1211,13,0.99,5,33.91,0
User_1212,13,4.29,11,6.6,1
User_1213,18,2.51,12,38.02,0
User_1214,28,1.31,10,94.5,0
User_1215,26,4.37,8,64.53,1
User_1216,20,2.28,24,67.48,1
User_1217,28,2.62,28,63.6,1
User_1218,8,1.86,41,20.7,1
User_1219,29,3.01,36,42.42,1
User_1220,9,0.9,37,75.34,1
User_1221,7,2.02,21,11.04,0
User_1222,1,4.85,8,28.51,1
User_1223,3,1.36,9,28.36,0
User_1224,13,3.32,47,43.77,0
User_1225,28,1.69,15,98.06,0
User_1226,25,3.89,48,7.68,1
User_1227,28,0.74,46,52.35,1
User_1228,17,4.85,40,18.76,0
User_1229,25,2.32,18,97.1,1
User_1230,24,1.26,42,12.22,1
User_1231,1,0.46,20,40.96,1
User_1232,6,0.93,6,74.05,1
User_1233,21,2.65,12,70.75,1
User_1234,6,1.75,2,42.85,1
User_1235,26,4.16,7,35.31,1
User_1236,12,2.21,16,40.36,0
User_1237,13,1.32,3,27.16,1
User_1238,13,3.12,45,21.33,0
User_1239,29,3.56,3,48.82,1
User_1240,15,0.92,27,27.58,0
User_1241,21,0.92,43,29.46,1
User_1242,16,0.28,40,66.02,1
User_1243,22,3.71,38,96.89,1
User_1244,21,3.35,33,60.76,0
User_1245,11,2.43,28,8.62,1
User_1246,28,4.24,1,8.48,0
User_1247,5,4.05,8,95.19,0
User_1248,4,2.97,37,30.43,1
User_1249,3,4.35,32,10.11,1
User_1250,19,1.11,48,60.31,1
User_1251,20,0.65,43,62.74,1
User_1252,25,1.42,37,65.2,0
User_1253,18,0.38,4,27.47,1
User_1254,15,2.7,30,2.5,1
User_1255,9,4.69,6,96.54,0
User_1256,17,0.29,46,25.84,1
User_1257,14,0.7,19,67.93,0
User_1258,15,2.32,32,70.96,1
User_1259,1,4.68,9,61.39,1
User_1260,21,1.65,12,31.98,1
User_1261,22,2.59,11,27.84,1
User_1262,22,0.3,46,60.17,1
User_1263,3,0.83,16,86.74,1
User_1264,16,4.93,1,94.73,1
User_1265,23,4.83,45,11.48,1
User_1266,25,0.12,21,16.33,1
User_1267,11,4.76,30,94.53,1
User_1268,12,3.23,13,73.92,1
User_1269,10,4.35,34,88.42,1
User_1270,16,2.33,4,21.06,1
User_1271,8,2.63,28,59.17,1
User_1272,6,2.5,38,70.41,1
User_1273,12,3.37,31,68.33,1
User_1274,24,0.78,27,41.41,1
User_1275,28,0.25,5,2.52,1
User_1276,21,1.61,25,58.71,0
User_1277,8,3.55,3,26.06,1
User_1278,26,1.09,33,45.58,1
User_1279,28,3.4,4,95.8,1
User_1280,4,4.85,25,40.5,1
User_1281,26,0.56,20,84.14,1
User_1282,8,3.4,34,19.67,1
User_1283,26,2.27,26,67.57,1
User_1284,28,4.35,5,97.72,1
User_1285,18,0.97,35,11.09,1
User_1286,28,3.49,28,1.82,1
User_1287,28,4.21,29,43.92,1
User_1288,5,4.73,9,10.17,1
User_1289,9,3.45,38,75.09,1
User_1290,4,2.54,6,91.54,1
User_1291,27,3.13,19,43.97,1
User_1292,22,4.36,44,26.61,1
User_1293,17,2.9,11,44.01,1
User_1294,9,0.25,2,72.62,0
User_1295,1,4.66,47,1.9,1
User_1296,21,3.48,44,59.36,0
User_1297,20,3.41,44,61.72,1
User_1298,13,1.16,9,64.13,1
User_1299,28,3.33,21,24.96,1
User_1300,16,2.03,24,71.69,1
User_1301,29,3.29,34,10.05,1
User_1302,13,0.62,22,20.73,1
User_1303,14,3.32,3,87.87,1
User_1304,3,5.0,12,74.13,0
User_1305,29,0.34,28,2.36,1
User_1306,6,4.89,30,25.59,1
User_1307,18,2.09,26,22.23,1
User_1308,19,4.37,48,27.81,1
User_1309,5,3.93,21,25.51,1
User_1310,15,2.88,28,7.19,1
User_1311,25,3.72,26,46.44,0
User_1312,2,4.4,33,73.54,1
User_1313,10,2.08,21,61.07,1
User_1314,24,1.7,35,67.61,1
User_1315,18,3.37,34,9.03,0
User_1316,27,4.06,41,95.2,1
User_1317,13,3.84,47,84.01,1
User_1318,5,4.01,18,80.7,1
User_1319,23,2.23,11,82.48,1
User_1320,24,4.11,23,93.34,1
User_1321,1,0.69,48,54.88,1
User_1322,22,2.77,22,20.83,1
User_1323,1,0.13,17,62.06,1
User_1324,18,1.69,5,74.55,0
User_1325,15,1.9,44,74.05,1
User_1326,17,2.04,11,52.62,1
User_1327,11,3.51,30,7.78,1
User_1328,21,2.0,15,37.74,1
User_1329,26,2.3,27,92.16,1
User_1330,25,1.26,35,58.86,1
User_1331,22,1.93,33,54.29,0
User_1332,27,1.21,20,27.62,0
User_1333,27,0.46,16,37.48,1
User_1334,17,3.06,34,89.64,1
User_1335,13,3.37,2,66.98,1
User_1336,1,3.14,35,78.95,1
User_1337,2,2.37,40,45.98,1
User_1338,9,1.96,28,63.39,1
User_1339,3,4.33,47,25.59,1
User_1340,1,2.64,39,70.84,1
User_1341,21,2.45,6,43.33,1
User_1342,16,0.23,9,44.81,1
User_1343,23,1.77,20,65.28,1
User_1344,6,1.96,1,93.69,1
User_1345,28,2.05,8,7.34,0
User_1346,17,2.94,23,82.65,0
User_1347,5,2.71,3,29.95,1
User_1348,5,3.08,4,44.95,1
User_1349,6,3.85,25,3.17,1
User_1350,3,4.08,47,30.8,1
User_1351,21,3.62,38,50.76,1
User_1352,23,4.78,15,6.56,1
User_1353,5,0.19,21,49.62,1
User_1354,21,1.06,35,92.78,0
User_1355,5,0.14,46,11.43,1
User_1356,10,3.27,14,76.68,1
User_1357,10,4.5,36,41.56,1
User_1358,19,1.29,12,65.86,1
User_1359,17,4.64,17,26.76,0
User_1360,21,0.4,39,16.79,1
User_1361,14,4.68,9,16.89,1
User_1362,9,1.82,35,7.98,0
User_1363,14,0.6,13,19.38,0
User_1364,1,2.48,15,66.76,1
User_1365,19,1.36,18,88.29,1
User_1366,13,1.5,33,81.6,1
User_1367,13,1.61,6,68.83,1
User_1368,4,4.03,27,11.93,1
User_1369,1,2.74,23,29.63,1
User_1370,17,1.63,27,31.67,1
User_1371,8,3.09,34,25.75,1
User_1372,2,3.61,46,51.99,1
User_1373,28,1.44,38,54.02,1
User_1374,8,2.13,14,36.33,1
User_1375,7,0.7,36,36.03,1
User_1376,26,0.99,8,83.03,0
User_1377,26,3.44,35,79.14,1
User_1378,2,0.99,19,31.47,1
User_1379,22,2.67,30,91.47,0
User_1380,22,3.57,14,95.33,1
User_1381,3,0.62,20,33.35,1
User_1382,27,2.88,49,36.09,1
User_1383,18,1.36,25,51.06,1
User_1384,12,4.82,40,94.17,1
User_1385,1,2.47,24,87.76,1
User_1386,22,4.05,14,11.15,1
User_1387,12,2.8,26,39.88,1
User_1388,5,0.31,38,55.78,0
User_1389,27,3.2,23,50.81,1
User_1390,25,4.76,22,20.19,1
User_1391,17,3.05,48,86.02,0
User_1392,16,4.11,19,68.02,1
User_1393,15,4.43,46,83.95,1
User_1394,23,1.22,3,86.02,0
User_1395,15,1.14,42,75.09,1
User_1396,5,3.09,19,44.48,1
User_1397,21,2.11,9,61.44,1
User_1398,14,4.22,28,16.88,1
User_1399,2,4.51,20,67.69,1
User_1400,11,1.83,45,18.75,1
